City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
392,aver-o-mar,41.4078,-8.7812,14.31,94,75,4.12,1707451920
393,khorixas,-20.3667,14.9667,23.16,49,88,1.66,1707451744
394,quang ngai,15.1167,108.8,23.88,86,100,3.05,1707451920
395,mizhhirya,48.5246,23.5056,6.34,98,100,3.22,1707451920
396,quirinopolis,-18.4483,-50.4517,22.23,91,99,1.15,1707451920
397,el dorado,38.7666,-120.5177,2.13,97,100,1.29,1707451921
398,undurkhaan,47.3194,110.6556,-16.93,83,7,1.93,1707451720
399,juan griego,11.0817,-63.9655,25.1,91,69,2.22,1707451705
400,brisas de zicatela,15.8369,-97.0419,25.1,81,35,0.95,1707451499
401,bikenibeu village,1.3673,173.1241,29.98,74,100,3.6,1707451721
402,bom jardim,-7.7958,-35.5872,23.26,93,39,1.53,1707451921
403,nagqu,31.5,92.0,-12.24,15,0,3.55,1707451511
404,gornyye klyuchi,45.25,133.5,-7.68,84,71,1.7,1707451922
405,quebo,11.3333,-14.9333,22.23,86,100,1.27,1707451922
406,mersa matruh,31.3525,27.2453,10.11,81,0,1.54,1707451496
407,port shepstone,-30.7414,30.455,22.39,90,100,3.91,1707451923
408,nadym,65.5333,72.5167,-8.45,95,100,5.64,1707451523
409,voss,60.623,6.4229,-17.9,97,56,2.56,1707451923
410,mil'kovo,55.6078,37.7956,-14.92,93,6,4.41,1707451923
411,la passe,45.5549,-0.8967,12.77,87,100,9.12,1707451691
412,usogorsk,63.4106,48.6872,-9.63,94,93,2.88,1707451475
413,kirensk,57.7853,108.1119,-7.24,92,100,1.34,1707451924
414,lata,40.1629,-8.3327,12.18,95,100,3.1,1707451695
415,acapulco de juarez,16.8634,-99.8901,24.91,79,13,2.45,1707451223
416,nemuro,43.3236,145.575,-2.83,61,9,3.16,1707451484
417,puerto baquerizo moreno,-0.9,-89.6,25.71,83,100,4.31,1707451364
418,buhe,30.2876,112.2298,8.77,67,13,3.0,1707451925
419,maryborough,-25.5333,152.7,30.62,44,12,5.9,1707451925
420,pacasmayo,-7.4006,-79.5714,25.07,83,65,4.0,1707451925
421,greymouth,-42.4667,171.2,17.24,64,4,3.69,1707451512
422,fasa,28.9383,53.6482,6.76,40,0,0.23,1707451925
423,jabor,5.921,169.6434,27.69,76,100,9.96,1707451926
424,kosigi,15.85,77.2667,27.85,44,4,3.62,1707451926
425,minas de marcona,-15.2119,-75.1103,20.34,84,72,3.56,1707451486
426,san mateo del mar,16.2,-95.0,24.86,69,0,3.42,1707451926
427,manggar,-2.8833,108.2667,29.8,67,50,1.76,1707451507
428,strezhevoy,60.7333,77.5889,-9.26,93,100,5.87,1707451927
429,magistral'nyy,56.1725,107.4458,-7.57,98,100,1.86,1707451500
430,la ronge,55.1001,-105.2842,-6.86,86,100,0.0,1707451523
431,christchurch,-43.5333,172.6333,21.41,63,40,10.8,1707451224
432,nuuk,64.1835,-51.7216,-9.66,79,100,8.75,1707451440
433,chake chake,-5.2459,39.7666,27.01,81,19,3.46,1707451928
434,soe,-9.8607,124.284,27.43,57,71,2.56,1707451638
435,miri,4.4148,114.0089,29.04,71,31,4.23,1707451928
436,palmeiras de goias,-16.805,-49.9258,20.21,94,100,0.67,1707451714
437,lerwick,60.1545,-1.1494,3.0,65,98,6.87,1707451717
438,okha,53.5739,142.9478,-15.79,87,94,5.58,1707451495
439,saacow,1.6279,42.4407,26.21,74,13,5.63,1707451929
440,leava,-14.3,-178.1667,29.29,80,100,8.21,1707451529
441,mareeba,-17.0,145.4333,30.27,89,85,2.31,1707451929
442,taurage,55.2522,22.2897,-2.02,90,13,1.84,1707451929
443,cromer,52.9312,1.2989,10.0,98,100,7.74,1707451930
444,margate,51.3813,1.3862,10.49,94,100,5.36,1707451736
445,broome,42.2506,-75.833,7.21,66,0,3.09,1707451512
446,refahiye,39.9008,38.7667,-0.64,93,100,1.49,1707451930
447,berdigestyakh,62.0989,126.6992,-27.92,94,100,1.13,1707451521
448,bangassou,4.7413,22.8184,20.06,46,3,0.62,1707451931
449,visakhapatnam,17.69,83.2093,25.94,83,40,1.03,1707451931
450,bushehr,28.9684,50.8385,16.05,55,0,3.16,1707451931
451,chibougamau,49.9168,-74.3659,-0.21,86,100,4.12,1707451495
452,dar chioukh,34.8964,3.4854,11.15,29,100,4.35,1707451932
453,moyynkum,44.2914,72.9469,0.36,82,100,3.61,1707451932
454,eureka,40.8021,-124.1637,8.85,86,99,4.54,1707451932
455,caleta de carquin,-11.0925,-77.6267,24.65,84,45,3.38,1707451519
456,mongoumba,3.6415,18.5936,22.38,42,4,1.28,1707451932
457,port douglas,-16.4833,145.4667,29.39,66,81,2.86,1707451536
458,magadan,59.5667,150.8,-20.77,77,16,1.94,1707451933
459,leer,53.2316,7.461,2.18,96,100,1.79,1707451933
460,mawu,29.5923,107.3139,9.68,64,93,1.44,1707451933
461,petauke,-14.2426,31.3253,19.61,92,58,3.01,1707451933
462,impfondo,1.6381,18.0667,22.27,53,67,0.9,1707451934
463,fort st. john,56.2499,-120.8529,-9.06,86,20,1.03,1707451540
464,ola,59.5833,151.2833,-20.22,81,34,2.99,1707451735
465,konstantinovka,49.6167,127.9833,-13.12,84,35,0.56,1707451641
466,gisborne,-38.6533,178.0042,18.28,86,100,3.64,1707451482
467,gubkinskiy,64.434,76.5026,-12.49,97,99,3.93,1707451935
468,sao joao da barra,-21.6403,-41.0511,24.94,91,7,5.54,1707451935
469,taroa,8.7058,171.2275,26.91,75,96,9.14,1707451480
470,sabha,27.0377,14.4283,10.79,35,0,1.7,1707451936
471,annau,37.8876,58.516,12.37,34,0,2.73,1707451936
472,laguna,38.421,-121.4238,7.81,91,0,0.0,1707451936
473,itaueira,-7.6033,-43.0256,25.53,67,60,0.1,1707451937
474,el granada,37.5027,-122.4694,10.18,84,40,2.06,1707451937
475,brookings,44.3114,-96.7984,1.21,88,100,9.26,1707451713
476,novyy urgal,51.0736,132.5642,-18.86,83,99,0.32,1707451938
477,mocimboa,-11.3167,40.35,25.08,94,100,2.2,1707451487
478,konarka,19.9,86.1167,23.22,39,7,4.64,1707451938
479,zuni pueblo,35.0725,-108.8506,-2.65,94,98,8.97,1707451938
480,kendari,-3.945,122.4989,29.15,78,77,2.21,1707451939
481,necochea,-38.5473,-58.7368,19.59,93,100,4.51,1707451450
482,puerto aysen,-45.4,-72.7,9.32,97,33,1.29,1707451770
483,recani,31.2846,-4.2688,16.45,16,100,8.26,1707451699
484,kolondieba,11.0882,-6.8926,23.01,15,1,2.26,1707451940
485,venice,27.0998,-82.4543,16.66,87,0,2.24,1707451835
486,eyl,7.9803,49.8164,24.78,70,8,7.04,1707451940
487,queenstown,-31.8976,26.8753,12.38,92,20,0.54,1707451767
488,hammerfest,70.6634,23.6821,-9.75,67,56,5.66,1707451489
489,salinopolis,-0.6136,-47.3561,26.61,85,86,4.11,1707451738
490,ilheus,-14.7889,-39.0494,22.89,95,100,1.8,1707451941
491,neietsu,37.1845,128.4682,-0.94,45,5,3.05,1707451941
492,fukuecho,32.6881,128.8419,8.83,61,94,8.81,1707451942
493,yuanping,38.7153,112.7575,0.04,54,4,0.32,1707451942
494,bakani,24.2833,76.2333,17.22,28,65,2.62,1707451942
495,portland,45.5234,-122.6762,7.57,84,100,0.45,1707451067
496,enoch,37.7733,-113.0244,-2.7,88,100,2.57,1707451943
497,ellsworth,44.5434,-68.4195,0.91,92,0,0.0,1707451943
498,makokou,0.5738,12.8642,21.33,98,65,0.59,1707451944
499,itoman,26.1247,127.6694,17.43,82,75,7.2,1707451535
500,markovo,57.3206,107.0881,-6.22,92,100,1.53,1707451944
501,sandnessjoen,66.0217,12.6316,-3.71,80,100,11.12,1707451753
502,hauterive,46.0901,3.4459,12.77,73,100,4.51,1707451945
503,pangody,65.85,74.4859,-9.73,95,100,6.18,1707451945
504,pimentel,-6.8367,-79.9342,26.16,78,75,5.14,1707451946
505,solnechnyy,50.7214,136.6319,-17.21,81,87,2.02,1707451533
506,nishinoomote,30.7333,131.0,14.31,54,75,5.14,1707451476
507,raja,8.4596,25.678,21.41,28,3,1.14,1707451946
508,titu,44.65,25.5333,5.83,76,65,3.39,1707451946
509,tomatlan,19.9333,-105.25,18.61,94,3,1.07,1707451947
510,ghanzi,-21.5667,21.7833,24.98,40,96,2.02,1707451947
511,rawson,-43.3002,-65.1023,19.23,52,48,6.4,1707451503
512,deba,10.2086,11.3859,19.37,22,80,2.02,1707451947
513,vorkuta,67.5,64.0,-7.3,87,100,4.53,1707451487
514,buka,40.8108,69.1986,9.63,45,99,0.85,1707451778
515,banda aceh,5.5577,95.3222,29.98,66,96,6.03,1707451948
516,portage la prairie,49.9728,-98.2926,-7.16,69,100,9.51,1707451948
517,alta,69.9689,23.2717,-13.41,66,75,6.69,1707451948
518,glace bay,46.1969,-59.957,-2.24,88,40,2.06,1707451521
519,susuman,62.7833,148.1667,-30.57,98,82,0.89,1707451524
520,macara,-4.3833,-79.95,25.0,88,87,1.34,1707451949
521,boali,4.8005,18.1275,23.82,30,32,1.89,1707451949
522,labasa,-16.4167,179.3833,29.51,78,100,4.58,1707451949
523,marsa alam,25.0757,34.8918,19.13,53,5,2.99,1707451686
524,new norfolk,-42.7826,147.0587,18.72,65,96,2.52,1707451476
525,gizo,-8.103,156.8419,27.81,82,100,6.71,1707451950
526,palikir - national government center,6.9248,158.1611,30.47,66,75,2.57,1707451508
527,tahe,52.3333,124.7333,-10.25,61,9,1.1,1707451950
528,kasba,25.85,87.55,18.28,39,0,1.56,1707451950
529,magdagachi,53.45,125.8,-13.77,69,14,1.65,1707451951
530,misawa,40.6836,141.3597,4.78,46,89,5.3,1707451951
531,westport,41.1415,-73.3579,4.54,88,0,0.0,1707451500
532,prado,-17.3411,-39.2208,23.52,86,100,2.97,1707451528
533,yemva,62.59,50.8594,-13.24,97,90,2.63,1707451952
534,kuta,-8.7233,115.1723,28.97,83,40,2.68,1707451952
535,howrah,22.5892,88.3103,20.0,49,20,4.12,1707451509
536,poronaysk,49.2167,143.1167,-12.56,74,37,1.64,1707451756
537,calderitas,18.55,-88.25,23.14,70,0,3.88,1707451953
538,mermoz boabab,14.7065,-17.4758,23.31,83,0,3.09,1707451519
539,bogale,16.2833,95.4,30.67,31,25,3.97,1707451953
540,saint-pierre-des-corps,47.3833,0.7333,12.43,78,75,7.72,1707451953
541,mili,6.0815,171.735,27.43,71,87,8.77,1707451762
542,cambria,35.5641,-121.0808,10.59,88,57,3.19,1707451954
543,douentza,14.9951,-2.9517,19.56,10,66,1.74,1707451954
544,baoshan,46.5586,131.4244,-6.55,74,47,1.47,1707451954
545,puerto rico,-26.796,-55.024,24.15,82,63,0.55,1707451954
546,polyarnyy,69.1989,33.4478,-20.1,99,100,2.61,1707451510
547,sterling,39.0062,-77.4286,8.16,64,75,3.6,1707451526
548,igarka,67.4667,86.5833,-24.19,98,45,2.52,1707451751
549,smithers,54.7804,-127.1743,-5.82,86,20,2.06,1707451230
550,kununurra,-15.7667,128.7333,33.99,55,75,3.09,1707451483
551,lagunas,-5.2269,-75.6753,24.69,89,26,0.65,1707451955
552,muroto-misakicho,33.2833,134.15,9.74,58,100,1.04,1707451956
553,arpajon-sur-cere,44.9026,2.4581,10.06,88,100,1.09,1707451956
